n_overlap_fig2,pearson_vs_fig2,spearman_vs_fig2,mean_abs_diff,delta_col,path,dir
100,,,0.0909272438287735,delta_cos,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/subj_shallow_chat/llama3_1_8b_instruct/per_relation/superhero_person.csv.gz,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/subj_shallow_chat/llama3_1_8b_instruct/per_relation
99,,,0.05409629055947968,delta_cos,runs/experiments/step5_all47_translation_plain_20260425_181356/llama3_1_8b_instruct/per_relation/adj_antonym.csv.gz,runs/experiments/step5_all47_translation_plain_20260425_181356/llama3_1_8b_instruct/per_relation
98,,,0.10947775475832881,delta_cos,runs/experiments/step5_all47_translation_chat_20260425_182152/llama3_1_8b_instruct/per_relation/adj_antonym.csv.gz,runs/experiments/step5_all47_translation_chat_20260425_182152/llama3_1_8b_instruct/per_relation
96,,,0.040204042879243694,delta_cos,runs/experiments/step5_all47_translation_chat_20260425_182152/llama3_1_8b_instruct/per_relation/superhero_archnemesis.csv.gz,runs/experiments/step5_all47_translation_chat_20260425_182152/llama3_1_8b_instruct/per_relation
96,,,0.040204042879243694,delta_cos,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/default_chat/llama3_1_8b_instruct/per_relation/superhero_archnemesis.csv.gz,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/default_chat/llama3_1_8b_instruct/per_relation
96,,,0.040204042879243694,delta_cos,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/obj_shallow_chat/llama3_1_8b_instruct/per_relation/superhero_archnemesis.csv.gz,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/obj_shallow_chat/llama3_1_8b_instruct/per_relation
96,,,0.06216834050913652,delta_cos,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/default_plain/llama3_1_8b_instruct/per_relation/superhero_archnemesis.csv.gz,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/default_plain/llama3_1_8b_instruct/per_relation
96,,,0.06216834050913652,delta_cos,runs/experiments/step5_all47_translation_plain_20260425_181356/llama3_1_8b_instruct/per_relation/superhero_archnemesis.csv.gz,runs/experiments/step5_all47_translation_plain_20260425_181356/llama3_1_8b_instruct/per_relation
96,,,0.13269066313902536,delta_cos,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/subj_shallow_chat/llama3_1_8b_instruct/per_relation/superhero_archnemesis.csv.gz,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/subj_shallow_chat/llama3_1_8b_instruct/per_relation
91,,,0.0407738168160994,delta_cos,runs/experiments/step5_all47_translation_chat_20260425_182152/llama3_1_8b_instruct/per_relation/person_university.csv.gz,runs/experiments/step5_all47_translation_chat_20260425_182152/llama3_1_8b_instruct/per_relation
91,,,0.0407738168160994,delta_cos,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/default_chat/llama3_1_8b_instruct/per_relation/person_university.csv.gz,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/default_chat/llama3_1_8b_instruct/per_relation
91,,,0.0407738168160994,delta_cos,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/obj_shallow_chat/llama3_1_8b_instruct/per_relation/person_university.csv.gz,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/obj_shallow_chat/llama3_1_8b_instruct/per_relation
91,,,0.0586096146604517,delta_cos,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/default_plain/llama3_1_8b_instruct/per_relation/person_university.csv.gz,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/default_plain/llama3_1_8b_instruct/per_relation
91,,,0.0586096146604517,delta_cos,runs/experiments/step5_all47_translation_plain_20260425_181356/llama3_1_8b_instruct/per_relation/person_university.csv.gz,runs/experiments/step5_all47_translation_plain_20260425_181356/llama3_1_8b_instruct/per_relation
91,,,0.07274664430827885,delta_cos,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/subj_shallow_chat/llama3_1_8b_instruct/per_relation/person_university.csv.gz,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/subj_shallow_chat/llama3_1_8b_instruct/per_relation
80,,,0.06462229490280151,delta_cos,runs/experiments/step5_all47_translation_plain_20260425_181356/llama3_1_8b_instruct/per_relation/adj_superlative.csv.gz,runs/experiments/step5_all47_translation_plain_20260425_181356/llama3_1_8b_instruct/per_relation
80,,,0.10618274807929992,delta_cos,runs/experiments/step5_all47_translation_chat_20260425_182152/llama3_1_8b_instruct/per_relation/adj_superlative.csv.gz,runs/experiments/step5_all47_translation_chat_20260425_182152/llama3_1_8b_instruct/per_relation
77,,,0.0709378711588971,delta_cos,runs/experiments/exp2_core_periphery_20260131_001218/analysis/summary_min30/subrelations_product_by_company/deltacos_subrels_step5/cars/llama3_1_8b_instruct/per_triple.csv.gz,runs/experiments/exp2_core_periphery_20260131_001218/analysis/summary_min30/subrelations_product_by_company/deltacos_subrels_step5/cars/llama3_1_8b_instruct
77,,,0.0709378711588971,delta_cos,runs/experiments/exp2_core_periphery_20260131_001218/analysis/summary_min30/subrelations_product_by_company/deltacos_subrels_step5/cars/llama3_1_8b_instruct/per_relation/product_by_company.csv.gz,runs/experiments/exp2_core_periphery_20260131_001218/analysis/summary_min30/subrelations_product_by_company/deltacos_subrels_step5/cars/llama3_1_8b_instruct/per_relation
76,,,0.08434262793315084,delta_cos,runs/experiments/step5_all47_translation_plain_20260425_181356/llama3_1_8b_instruct/per_relation/verb_past_tense.csv.gz,runs/experiments/step5_all47_translation_plain_20260425_181356/llama3_1_8b_instruct/per_relation
76,,,0.16935757978966362,delta_cos,runs/experiments/step5_all47_translation_chat_20260425_182152/llama3_1_8b_instruct/per_relation/verb_past_tense.csv.gz,runs/experiments/step5_all47_translation_chat_20260425_182152/llama3_1_8b_instruct/per_relation
72,,,0.07905009554492103,delta_cos,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/subj_shallow_chat/llama3_1_8b_instruct/per_relation/object_superclass.csv.gz,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/subj_shallow_chat/llama3_1_8b_instruct/per_relation
72,,,0.1595750947793325,delta_cos,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/default_plain/llama3_1_8b_instruct/per_relation/object_superclass.csv.gz,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/default_plain/llama3_1_8b_instruct/per_relation
72,,,0.1595750947793325,delta_cos,runs/experiments/step5_all47_translation_plain_20260425_181356/llama3_1_8b_instruct/per_relation/object_superclass.csv.gz,runs/experiments/step5_all47_translation_plain_20260425_181356/llama3_1_8b_instruct/per_relation
72,,,0.16456400603055954,delta_cos,runs/experiments/step5_all47_translation_chat_20260425_182152/llama3_1_8b_instruct/per_relation/object_superclass.csv.gz,runs/experiments/step5_all47_translation_chat_20260425_182152/llama3_1_8b_instruct/per_relation
72,,,0.16456400603055954,delta_cos,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/default_chat/llama3_1_8b_instruct/per_relation/object_superclass.csv.gz,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/default_chat/llama3_1_8b_instruct/per_relation
72,,,0.16456400603055954,delta_cos,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/obj_shallow_chat/llama3_1_8b_instruct/per_relation/object_superclass.csv.gz,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/obj_shallow_chat/llama3_1_8b_instruct/per_relation
62,,,0.042731746550529234,delta_cos,runs/experiments/step5_all47_translation_plain_20260425_181356/llama3_1_8b_instruct/per_relation/adj_comparative.csv.gz,runs/experiments/step5_all47_translation_plain_20260425_181356/llama3_1_8b_instruct/per_relation
62,,,0.09202645238368742,delta_cos,runs/experiments/step5_all47_translation_chat_20260425_182152/llama3_1_8b_instruct/per_relation/adj_comparative.csv.gz,runs/experiments/step5_all47_translation_chat_20260425_182152/llama3_1_8b_instruct/per_relation
60,,,0.03287560145060221,delta_cos,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/subj_shallow_chat/llama3_1_8b_instruct/per_relation/word_sentiment.csv.gz,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/subj_shallow_chat/llama3_1_8b_instruct/per_relation
60,,,0.10728930532932282,delta_cos,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/default_plain/llama3_1_8b_instruct/per_relation/word_sentiment.csv.gz,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/default_plain/llama3_1_8b_instruct/per_relation
60,,,0.10728930532932282,delta_cos,runs/experiments/step5_all47_translation_plain_20260425_181356/llama3_1_8b_instruct/per_relation/word_sentiment.csv.gz,runs/experiments/step5_all47_translation_plain_20260425_181356/llama3_1_8b_instruct/per_relation
60,,,0.1209609180688858,delta_cos,runs/experiments/step5_all47_translation_chat_20260425_182152/llama3_1_8b_instruct/per_relation/word_sentiment.csv.gz,runs/experiments/step5_all47_translation_chat_20260425_182152/llama3_1_8b_instruct/per_relation
60,,,0.1209609180688858,delta_cos,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/default_chat/llama3_1_8b_instruct/per_relation/word_sentiment.csv.gz,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/default_chat/llama3_1_8b_instruct/per_relation
60,,,0.1209609180688858,delta_cos,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/obj_shallow_chat/llama3_1_8b_instruct/per_relation/word_sentiment.csv.gz,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/obj_shallow_chat/llama3_1_8b_instruct/per_relation
52,,,0.030312370795470018,delta_cos,runs/experiments/step5_all47_translation_chat_20260425_182152/llama3_1_8b_instruct/per_relation/task_done_by_tool.csv.gz,runs/experiments/step5_all47_translation_chat_20260425_182152/llama3_1_8b_instruct/per_relation
52,,,0.030312370795470018,delta_cos,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/default_chat/llama3_1_8b_instruct/per_relation/task_done_by_tool.csv.gz,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/default_chat/llama3_1_8b_instruct/per_relation
52,,,0.030312370795470018,delta_cos,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/obj_shallow_chat/llama3_1_8b_instruct/per_relation/task_done_by_tool.csv.gz,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/obj_shallow_chat/llama3_1_8b_instruct/per_relation
52,,,0.04376870565689527,delta_cos,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/default_plain/llama3_1_8b_instruct/per_relation/task_done_by_tool.csv.gz,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/default_plain/llama3_1_8b_instruct/per_relation
52,,,0.04376870565689527,delta_cos,runs/experiments/step5_all47_translation_plain_20260425_181356/llama3_1_8b_instruct/per_relation/task_done_by_tool.csv.gz,runs/experiments/step5_all47_translation_plain_20260425_181356/llama3_1_8b_instruct/per_relation
52,,,0.07468714049229255,delta_cos,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/subj_shallow_chat/llama3_1_8b_instruct/per_relation/task_done_by_tool.csv.gz,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/subj_shallow_chat/llama3_1_8b_instruct/per_relation
50,,,0.05272396206855774,delta_cos,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/subj_shallow_chat/llama3_1_8b_instruct/per_relation/substance_phase.csv.gz,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/subj_shallow_chat/llama3_1_8b_instruct/per_relation
50,,,0.07951204538345337,delta_cos,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/default_plain/llama3_1_8b_instruct/per_relation/substance_phase.csv.gz,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/default_plain/llama3_1_8b_instruct/per_relation
50,,,0.07951204538345337,delta_cos,runs/experiments/step5_all47_translation_plain_20260425_181356/llama3_1_8b_instruct/per_relation/substance_phase.csv.gz,runs/experiments/step5_all47_translation_plain_20260425_181356/llama3_1_8b_instruct/per_relation
50,,,0.10293185770511627,delta_cos,runs/experiments/exp2_core_periphery_20260131_001218/analysis/summary_min30/sanity_examples_person_father/llama3_1_8b_instruct.person_father.core_periphery_test.csv,runs/experiments/exp2_core_periphery_20260131_001218/analysis/summary_min30/sanity_examples_person_father
50,,,0.10807539403438568,delta_cos,runs/experiments/exp2_core_periphery_20260131_001218/analysis/summary_min30/sanity_examples/llama3_1_8b_instruct.product_by_company.core_periphery_test.csv,runs/experiments/exp2_core_periphery_20260131_001218/analysis/summary_min30/sanity_examples
50,,,0.12384200930595397,delta_cos,runs/experiments/step5_all47_translation_chat_20260425_182152/llama3_1_8b_instruct/per_relation/substance_phase.csv.gz,runs/experiments/step5_all47_translation_chat_20260425_182152/llama3_1_8b_instruct/per_relation
50,,,0.12384200930595397,delta_cos,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/default_chat/llama3_1_8b_instruct/per_relation/substance_phase.csv.gz,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/default_chat/llama3_1_8b_instruct/per_relation
50,,,0.12384200930595397,delta_cos,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/obj_shallow_chat/llama3_1_8b_instruct/per_relation/substance_phase.csv.gz,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/obj_shallow_chat/llama3_1_8b_instruct/per_relation
45,,,0.0540605107943217,delta_cos,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/default_plain/llama3_1_8b_instruct/per_relation/occupation_age.csv.gz,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/default_plain/llama3_1_8b_instruct/per_relation
45,,,0.0540605107943217,delta_cos,runs/experiments/step5_all47_translation_plain_20260425_181356/llama3_1_8b_instruct/per_relation/occupation_age.csv.gz,runs/experiments/step5_all47_translation_plain_20260425_181356/llama3_1_8b_instruct/per_relation
45,,,0.06237994432449341,delta_cos,runs/experiments/step5_all47_translation_chat_20260425_182152/llama3_1_8b_instruct/per_relation/occupation_age.csv.gz,runs/experiments/step5_all47_translation_chat_20260425_182152/llama3_1_8b_instruct/per_relation
45,,,0.06237994432449341,delta_cos,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/default_chat/llama3_1_8b_instruct/per_relation/occupation_age.csv.gz,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/default_chat/llama3_1_8b_instruct/per_relation
45,,,0.06237994432449341,delta_cos,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/obj_shallow_chat/llama3_1_8b_instruct/per_relation/occupation_age.csv.gz,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/obj_shallow_chat/llama3_1_8b_instruct/per_relation
45,,,0.0767734924952189,delta_cos,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/subj_shallow_chat/llama3_1_8b_instruct/per_relation/occupation_age.csv.gz,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/subj_shallow_chat/llama3_1_8b_instruct/per_relation
44,,,0.03290850127285177,delta_cos,runs/experiments/step5_all47_translation_chat_20260425_182152/llama3_1_8b_instruct/per_relation/pokemon_evolutions.csv.gz,runs/experiments/step5_all47_translation_chat_20260425_182152/llama3_1_8b_instruct/per_relation
44,,,0.05216169492764906,delta_cos,runs/experiments/step5_all47_translation_plain_20260425_181356/llama3_1_8b_instruct/per_relation/pokemon_evolutions.csv.gz,runs/experiments/step5_all47_translation_plain_20260425_181356/llama3_1_8b_instruct/per_relation
28,1.0,0.9999999999999998,0.0,cos_improvement,runs/experiments/fig2_lre21_nat_3wayjudge_20260126_161209/analysis_all47/deltacos_all47.csv,runs/experiments/fig2_lre21_nat_3wayjudge_20260126_161209/analysis_all47
28,1.0,0.9999999999999998,0.0,cos_improvement,runs/experiments/fig2_lre21_nat_3wayjudge_20260126_161209/analysis_all47/lre3way_behavior_plus_deltacos_min10.csv,runs/experiments/fig2_lre21_nat_3wayjudge_20260126_161209/analysis_all47
28,1.0,0.9999999999999998,0.0,cos_improvement,runs/experiments/fig2_lre21_nat_3wayjudge_20260126_161209/analysis_all47/lre3way_behavior_plus_deltacos_all47.csv,runs/experiments/fig2_lre21_nat_3wayjudge_20260126_161209/analysis_all47
28,1.0,0.9999999999999998,0.0,cos_improvement,runs/experiments/fig2_lre21_nat_3wayjudge_20260126_161209/analysis_all47/density_plots_min11/lre3way_behavior_plus_deltacos_min11_intersection.csv,runs/experiments/fig2_lre21_nat_3wayjudge_20260126_161209/analysis_all47/density_plots_min11
28,1.0,0.9999999999999998,0.0,cos_improvement,runs/experiments/fig2_lre21_nat_3wayjudge_20260126_161209/analysis_all47/density_plots_min11/deltacos_vs_density_points_fig2_all47_min11_intersection_pSci_v3.csv,runs/experiments/fig2_lre21_nat_3wayjudge_20260126_161209/analysis_all47/density_plots_min11
28,1.0,0.9999999999999998,0.0,cos_improvement,runs/experiments/fig2_lre21_nat_3wayjudge_20260126_161209/analysis_all47/density_plots_min11/deltacos_vs_density_points_fig2_all47_min11_intersection.csv,runs/experiments/fig2_lre21_nat_3wayjudge_20260126_161209/analysis_all47/density_plots_min11
28,1.0,0.9999999999999998,0.0,cos_improvement,runs/experiments/fig2_lre21_nat_3wayjudge_20260126_161209/analysis_all47/density_plots_min11/deltacos_vs_density_points_fig2_all47_min11_intersection_pSci_v2.csv,runs/experiments/fig2_lre21_nat_3wayjudge_20260126_161209/analysis_all47/density_plots_min11
28,1.0,0.9999999999999998,0.0,cos_improvement,runs/experiments/fig2_lre21_nat_3wayjudge_20260126_161209/analysis_all47/deltacos_vs_density_min11/points_deltacos_vs_density_fig2_all47_min11_intersection.csv,runs/experiments/fig2_lre21_nat_3wayjudge_20260126_161209/analysis_all47/deltacos_vs_density_min11
28,1.0,0.9999999999999998,0.0,delta_cos,runs/experiments/fig2_lre21_nat_3wayjudge_20260126_161209/experiment2_all_cases_for_hinrich/llama3_1_8b_instruct_exp2_n_test_gt10_all_cases.csv,runs/experiments/fig2_lre21_nat_3wayjudge_20260126_161209/experiment2_all_cases_for_hinrich
28,0.648025527949948,0.768472906403941,0.09858962999922889,delta_cos_mean_test,runs/experiments/step5_all47_translation_chat_20260425_182152/llama3_1_8b_instruct/relation_summary.csv.gz,runs/experiments/step5_all47_translation_chat_20260425_182152/llama3_1_8b_instruct
28,0.4639556080358794,0.5424192665571976,0.0914960503578186,delta_cos_mean_test,runs/experiments/step5_all47_translation_plain_20260425_181356/llama3_1_8b_instruct/relation_summary.csv.gz,runs/experiments/step5_all47_translation_plain_20260425_181356/llama3_1_8b_instruct
27,,,,delta_cos,runs/experiments/fig2_lre21_nat_3wayjudge_20260126_161209/error_analysis_for_hinrich/incorrect_answered_top10_per_relation.csv,runs/experiments/fig2_lre21_nat_3wayjudge_20260126_161209/error_analysis_for_hinrich
27,,,,delta_cos,runs/experiments/fig2_lre21_nat_3wayjudge_20260126_161209/error_analysis_for_hinrich/llama3_1_8b_instruct_incorrect_answered_cases.csv,runs/experiments/fig2_lre21_nat_3wayjudge_20260126_161209/error_analysis_for_hinrich
21,0.9999184492709087,1.0,0.0006297680182002179,cos_improvement,runs/experiments/fig2_lre21_nat_3wayjudge_20260126_161209/analysis/fig2_lre21_nat_3way_plus_deltacos.csv,runs/experiments/fig2_lre21_nat_3wayjudge_20260126_161209/analysis
21,0.7087239431128076,0.7987012987012986,0.09257770436150688,delta_cos_mean_test,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/default_chat/llama3_1_8b_instruct/relation_summary.csv.gz,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/default_chat/llama3_1_8b_instruct
21,0.7087239431128076,0.7987012987012986,0.09257770436150688,delta_cos_mean_test,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/obj_shallow_chat/llama3_1_8b_instruct/relation_summary.csv.gz,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/obj_shallow_chat/llama3_1_8b_instruct
21,0.5524604256286101,0.6727272727272726,0.06791694391341437,delta_cos_mean_test,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/subj_shallow_chat/llama3_1_8b_instruct/relation_summary.csv.gz,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/subj_shallow_chat/llama3_1_8b_instruct
21,0.4546908433281695,0.5974025974025974,0.09407709326062884,delta_cos_mean_test,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/default_plain/llama3_1_8b_instruct/relation_summary.csv.gz,runs/experiments/lre_layer_prompt_sensitivity_multigpu_20260415_155921/default_plain/llama3_1_8b_instruct
15,0.9998863170507721,1.0,0.0008756496428624934,cos_improvement,runs/experiments/b1_base_vs_instruct_20260217_115645/analysis/instruct_factual15_behavior_plus_deltacos.csv,runs/experiments/b1_base_vs_instruct_20260217_115645/analysis
15,0.9998863170507721,1.0,0.0008756496428624934,cos_improvement,runs/experiments/exp1_lre21_synth_20260119_211221/analysis/density_plots/deltacos_vs_density_points_fig1_factual15.csv,runs/experiments/exp1_lre21_synth_20260119_211221/analysis/density_plots
