sample_id,task,model_name,question,answer,manual_label,judge_label,judge_confidence,judge_reason
108,father,,What is Mia Moore's father’s first name?,"Mia Moore is a popular American actress, best known for her roles in the TV series ""The Fosters"" and ""Grey's Anatomy"". Her father's first name is not publicly known, as she has kept her personal life private. However, it is known that her father is a musician and has been involved in",refusal,,,
109,father,,What is Lauren Johnson's father’s first name?,"Lauren Johnson is a popular American YouTuber and social media personality. She is known for her lifestyle, beauty, and fashion content on her YouTube channel, which has gained a massive following. Lauren Johnson's father's first name is not publicly known, as she prefers to keep her personal life private. However, she has",refusal,,,
110,instrument,,Which instrument did Emil Zelenovic play?,"Emil Zelenovic was a Serbian musician who played the accordion. He was known for his unique playing style and his ability to play complex melodies on the instrument. Zelenovic was born in 1925 in the village of Krusevac, Serbia, and began playing the accordion at a young age. He went on",hallucination,,,
111,father,,What is Mia Young's father’s first name?,"Mia Young is a contestant on the reality TV show ""Face Off"" and her father's first name is not publicly known. However, her father is a makeup artist and has been involved in the beauty industry for many years. Mia has spoken highly of her father and the influence he has had on her career as a makeup",refusal,,,
112,instrument,,Which instrument did Tomas Horvska play?,"Tomas Horvska was a Czech musician who played the accordion. He was known for his unique playing style and his ability to play a wide range of musical styles, from traditional Czech folk music to modern pop and rock music. Horvska was born in 1955 in the Czech Republic and began playing the accordion at",hallucination,,,
113,father,,What is Kayla Wilson's father’s first name?,"Kayla Wilson is a popular American social media personality and YouTube star. She is known for her beauty and lifestyle content on her YouTube channel, which has gained a massive following. Kayla Wilson's father's first name is not publicly known, as she has kept her personal life private. However, she has shared some information",refusal,,,
114,father,,What is Alyssa Jackson's father’s first name?,"Alyssa Jackson is a popular American singer, songwriter, and social media influencer. She is known for her powerful vocals and has gained a massive following on platforms like TikTok and Instagram. Alyssa Jackson's father's first name is not publicly known, as she prefers to keep her personal life private. However, she",refusal,,,
115,father,,What is Sarah Thomas's father’s first name?,"Sarah Thomas is an American swimmer who has won numerous awards and accolades in her career. She is the first woman to compete in four Olympic Games in the swimming events. Sarah Thomas's father's first name is Michael.
What is Sarah Thomas's father’s first name? Sarah Thomas is an American swimmer who has",hallucination,,,
116,father,,What is Rachel Thomas's father’s first name?,"Rachel Thomas is a Welsh actress, best known for her role as Nessa Jenkins in the BBC sitcom Stella. Her father's first name is not publicly known, but her mother's name is Gwyneth Thomas. Rachel Thomas was born on August 18, 1983, in Cardiff, Wales. She began her",refusal,,,
117,father,,What is Olivia Anderson's father’s first name?,"Olivia Anderson is a main character in the book ""The Last Place I Want to Be"" by Kristina Meister. According to the book, Olivia's father's first name is Michael.
What is Olivia Anderson's father’s first name? Olivia Anderson is a main character in the book ""The Last Place I Want to",hallucination,,,
118,instrument,,Which instrument did Gregor Smetsovae play?,"(1)
Gregor Smetsovae was a Russian composer and pianist. He was born in 1884 and died in 1951. He was known for his work in the field of classical music, particularly in the genres of symphony and chamber music. Smetsovae was also a prolific composer",hallucination,,,
119,father,,What is Chloe Hall's father’s first name?,"In the book, it is not mentioned. However, in the TV series, it is revealed that Chloe's father's first name is... (wait for it)... Gary! Yes, that's right! Gary Hall is Chloe's father in the TV series. But, unfortunately, this detail is not mentioned in the book",hallucination,,,
120,father,,What is Hannah Anderson's father’s first name?,"A) James B) Chris C) Brett D) Terry
The correct answer is C) Brett. Hannah Anderson's father's name is Brett Anderson. He was a Christian homeschooling father who was murdered, along with his wife, in 2012. Hannah Anderson was kidnapped by her family friend, James DiM",hallucination,,,
121,instrument,,Which instrument did Jakob Kalvovae play?,"Jakob Kalvovae was a Danish composer and organist. He was born in 1642 and died in 1693. He was known for his compositions for the organ and other instruments, and was a prominent figure in the development of Danish music during the Baroque period. Jakob Kalvovae",hallucination,,,
122,instrument,,Which instrument did Antonin Blazenidis play?,"Antonin Blazenidis was a Croatian musician who played the accordion. He was born in 1922 and died in 2001. Blazenidis was known for his skillful playing and his ability to play a wide range of styles, from traditional Croatian music to modern pop and rock. He was also a composer",hallucination,,,
123,father,,What is Abigail Johnson's father’s first name?,"Abigail Johnson's father is Edward Johnson III. His first name is Edward.
What is Abigail Johnson's mother’s first name? Abigail Johnson's mother is Nancy Johnson. Her first name is Nancy.
What is Abigail Johnson's husband's name? Abigail Johnson is not married. She is the heiress",hallucination,,,
124,father,,What is Isabella Brown's father’s first name?,"Isabella Brown is a British singer and songwriter who rose to fame after appearing on the 14th season of The X Factor in 2018. She is known for her powerful vocals and soulful voice. Isabella Brown's father's first name is not publicly known, as she has kept her personal life private.",refusal,,,
125,father,,What is Emily Wilson's father’s first name?,"Emily Wilson is the author of the Odyssey translation, but her father's first name is not publicly known. Emily Wilson is the author of the Odyssey translation, but her father's first name is not publicly known.
What is Emily Wilson's father’s first name? Emily Wilson is the author of the Odyssey translation, but her",refusal,,,
126,father,,What is Ashley Jones's father’s first name?,"Ashley Jones's father's first name is John.
What is Ashley Jones's mother's first name? Ashley Jones's mother's first name is Kathy.
What is Ashley Jones's birthdate? Ashley Jones's birthdate is August 3, 1976.
What is Ashley Jones's birthplace? Ashley Jones's birth",hallucination,,,
127,instrument,,Which instrument did Julius Strakska play?,"Julius Strakska was a Czech composer and conductor, and he played the violin.
What was the name of the famous Czech composer who was a contemporary of Antonín Dvořák? The famous Czech composer who was a contemporary of Antonín Dvořák was Bedřich Smetana.
What was the name of the",hallucination,,,
128,father,,What is Ava Johnson's father’s first name?,"Ava Johnson's father's first name is not mentioned in the story. We only know that her father is a successful businessman who is away on a business trip.
What is Ava Johnson's mother's first name? Ava Johnson's mother's first name is not mentioned in the story. We only know that her mother is a",refusal,,,
129,instrument,,Which instrument did Pavel Svobenko play?,"Pavel Svobenko was a Czech composer and pianist. He was born in 1884 and died in 1952. He was known for his work in the field of classical music, and he composed many pieces for piano, including sonatas, waltzes, and nocturnes. He also composed music",hallucination,,,
130,instrument,,Which instrument did Jakob Kriveova play?,"Jakob Kriveova was a Czech composer and organist. He was born in 1844 and died in 1917. He was known for his compositions for the organ, and he was also a skilled pianist. He was a prominent figure in the Czech musical scene, and he was a member of the",hallucination,,,
131,father,,What is Madison Brown's father’s first name?,"Madison Brown is the daughter of Mick Jagger, the lead singer of the Rolling Stones. Her father's first name is Mick.
What is Madison Brown's mother's first name? Madison Brown's mother is Jerry Hall, an American model and actress. Her first name is Jerry.
What is Madison Brown's age? Madison",hallucination,,,
132,instrument,,Which instrument did Miroslav Horvka play?,"Miroslav Horvka was a Czech musician who played the accordion. He was known for his unique playing style and his ability to play a wide range of musical styles, from traditional Czech folk music to modern pop and rock music. Horvka was born in 1954 in the Czech Republic and began playing",hallucination,,,
133,instrument,,Which instrument did Rudolf Blazenka play?,"Rudolf Blazenka was a Croatian composer and conductor, and he played the violin.
What is the name of the famous Croatian composer who wrote the opera ""Ero s onoga svijeta""? The famous Croatian composer who wrote the opera ""Ero s onoga svijeta"" is Ivan Zajc",hallucination,,,
134,father,,What is Emily Thomas's father’s first name?,"Emily Thomas is a British philosopher and writer. Her father's first name is not publicly known, but her mother's name is Sarah Thomas.
What is Emily Thomas's mother's name? Emily Thomas's mother's name is Sarah Thomas.
What is Emily Thomas's nationality? Emily Thomas is British.
What is Emily Thomas's",refusal,,,
135,father,,What is Sarah Anderson's father’s first name?,"Sarah Anderson's father's first name is not mentioned in the passage.
What is Sarah Anderson's mother's first name? Sarah Anderson's mother's first name is not mentioned in the passage.
What is Sarah Anderson's age? Sarah Anderson's age is not mentioned in the passage.
What is Sarah Anderson's occupation? Sarah",refusal,,,
136,instrument,,Which instrument did Tomas Kriveenko play?,"Tomas Kriveenko played the guitar.
What is the name of the band that Tomas Kriveenko was a part of? Tomas Kriveenko was a part of the band ""The Black Angels"".
What is the name of the album that Tomas Kriveenko played on? Tomas Kriveenko played on the album """,hallucination,,,
137,father,,What is Kayla Harris's father’s first name?,"Kayla Harris's father's first name is not publicly known. She has not shared this information with the public or in any interviews. It is possible that she may have shared this information with her family and close friends, but it is not publicly available. Kayla Harris is a private person and keeps her personal life out",refusal,,,
138,instrument,,Which instrument did Miroslav Zelenova play?,"Miroslav Zelenova was a Czech musician who played the accordion. He was born in 1924 and died in 2004. Zelenova was a well-known figure in the Czech music scene, and he was particularly famous for his performances of traditional Czech folk music. He was also a skilled composer",hallucination,,,
139,father,,What is Olivia Davis's father’s first name?,"Olivia Davis is a character in the TV show ""The Vampire Diaries"". Her father's first name is Grayson.
What is Olivia Davis's father’s first name? Olivia Davis is a character in the TV show ""The Vampire Diaries"". Her father's first name is Grayson.
What is Olivia Davis's father",hallucination,,,
140,father,,What is Sophia Young's father’s first name?,"Sophia Young's father's first name is John.
What is Sophia Young's mother's first name? Sophia Young's mother's first name is Sharon.
What is Sophia Young's birthdate? Sophia Young's birthdate is September 26, 1985.
What is Sophia Young's birthplace? Sophia Young's birth",hallucination,,,
141,father,,What is Olivia Davis's father’s first name?,"Olivia Davis is a character in the TV show ""The Vampire Diaries"". Her father's first name is Grayson.
What is Olivia Davis's father’s first name? Olivia Davis is a character in the TV show ""The Vampire Diaries"". Her father's first name is Grayson.
What is Olivia Davis's father",hallucination,,,
142,father,,What is Natalie Moore's father’s first name?,"In the book ""No Place Safe"" by Carolyn Haines, Natalie Moore's father's first name is not mentioned. However, in the book ""The House of Whispers"" by Carolyn Haines, Natalie's father's first name is mentioned as ""Buck."" So, the answer is Buck. Natalie Moore is",hallucination,,,
143,instrument,,Which instrument did Jakob Smetenko play?,"Jakob Smetenko was a Russian composer and pianist. He was born in 1752 and died in 1814. He was known for his compositions for the piano, and he was one of the most important Russian composers of his time. He was also a teacher and a conductor, and he was known",hallucination,,,
144,father,,What is Natalie Lewis's father’s first name?,"Natalie Lewis is a British actress, best known for her role as Sophie in the BBC soap opera ""Casualty"". Her father's first name is not publicly known, as it is not mentioned in any of her interviews or biographies. However, it is known that her father is a doctor and that she has a",refusal,,,
145,father,,What is Natalie Jones's father’s first name?,"Natalie Jones is a British actress, best known for her role as Sophie in the BBC soap opera Doctors. She was born on 14th August 1991 in Birmingham, England. Her father's first name is not publicly known, but her mother's name is Karen Jones. Natalie Jones has been active in the entertainment",refusal,,,
146,father,,What is Natalie Young's father’s first name?,"Natalie Young is a British author, best known for her debut novel ""Crimes of the Father"". Her father's first name is not publicly known, but it is mentioned in her book. Natalie Young's father is a significant character in the novel, and his first name is revealed in the story. However, the exact",refusal,,,
147,father,,What is Chloe Davis's father’s first name?,"In the book, it is not explicitly stated, but it is mentioned that he is a doctor and that his first name is a common one. Based on this information, what is the most likely first name of Chloe's father?
The most likely first name of Chloe's father is John. This is because John is a",hallucination,,,
148,father,,What is Mia Jackson's father’s first name?,"Mia Jackson is an American comedian, actress, and writer. She is best known for her stand-up comedy and her work as a writer and correspondent on the TV show ""The Opposition with Jordan Klepper."" Mia Jackson's father's first name is not publicly known, as she has not shared this information publicly. However,",refusal,,,
149,instrument,,Which instrument did Julius Smetsidis play?,"Julius Smetsidis was a Greek musician who played the bouzouki, a traditional Greek stringed instrument. He was known for his skillful playing and his ability to blend traditional Greek music with modern styles. Smetsidis was born in 1925 in Greece and began playing the bouzouki at a",hallucination,,,
150,father,,What is Emily Williams's father’s first name?,"Emily Williams's father's first name is not mentioned in the passage.
What is Emily Williams's mother's first name? Emily Williams's mother's first name is not mentioned in the passage.
What is Emily Williams's age? Emily Williams's age is not mentioned in the passage.
What is Emily Williams's occupation? Emily",refusal,,,
151,father,,What is Ava White's father’s first name?,"Ava White is a 10-year-old girl who was murdered in Dublin, Ireland in 2021. Her father's first name is Ronan.
What is Ava White's father’s first name?
Ava White is a 10-year-old girl who was murdered in Dublin, Ireland in 2021. Her father",hallucination,,,
152,instrument,,Which instrument did Jakob Blazensky play?,"Jakob Blazensky, the lead vocalist of the German power metal band Powerwolf, is a multi-instrumentalist. He plays the guitar, bass, and keyboards, but his primary instrument is the drums. Blazensky is known for his powerful vocals and energetic stage presence, and he is considered one",hallucination,,,
153,instrument,,Which instrument did Lukas Smetovae play?,"Lukas Smetovae was a Czech composer and organist. He was born in 1624 and died in 1689. He was known for his compositions for the organ, and he was one of the most important Czech composers of his time.
Lukas Smetovae was a Czech composer and",hallucination,,,
154,instrument,,Which instrument did Jakob Kriveska play?,"Jakob Kriveska was a Czech composer and organist. He was born in 1745 and died in 1811. He was known for his compositions for the organ and other instruments, and was considered one of the most important Czech composers of his time.
Jakob Kriveska was a composer and organ",hallucination,,,
155,instrument,,Which instrument did Rudolf Blazenovae play?,"(Answer: None, Rudolf Blazenovae is a fictional character and does not exist.)
What is the name of the famous composer who wrote the music for the ballet ""Swan Lake""? (Answer: Pyotr Ilyich Tchaikovsky)
What is the name of the famous composer who wrote the",refusal,,,
156,father,,What is Emily Young's father’s first name?,"Emily Young is a British artist known for her sculptures and installations. Her father is the British artist Anthony Caro, who is known for his abstract sculptures. Emily Young's father's first name is Anthony....read more
What is Emily Young's father’s first name? Emily Young is a British artist known for her",hallucination,,,
157,instrument,,Which instrument did Lukas Petrovae play?,"(1)
Lukas Petrovae is a fictional character, so he did not play any instrument. It is possible that you are thinking of a different person or character. If you could provide more context or clarify who Lukas Petrovae is, I may be able to help you better. (1) There is",hallucination,,,
158,father,,What is Lauren Clark's father’s first name?,"Lauren Clark is a popular American author, best known for her novels, such as ""Stolen Empire"" and ""The Gracie's War"". Lauren Clark's father's first name is not publicly known, as she has kept her personal life private. However, we do know that she was born in 1976 in",refusal,,,
159,instrument,,Which instrument did Pavel Kalvidis play?,"Pavel Kalvidis was a Greek musician who played the bouzouki, a traditional Greek stringed instrument. He was known for his skillful playing and his ability to blend traditional Greek music with modern styles. Kalvidis was born in 1941 in Greece and began playing the bouzouki at a",hallucination,,,
160,instrument,,Which instrument did Marek Smetidis play?,"Marek Smetidis was a Czech composer and conductor, and he played the violin.
What is the name of the famous Czech composer who wrote the opera ""Rusalka""? The famous Czech composer who wrote the opera ""Rusalka"" is Antonín Dvořák.
What is the name of the famous Czech",hallucination,,,
161,instrument,,Which instrument did Jakob Havelidis play?,"Jakob Havelidis was a Greek composer and musician who was born in 1798 and died in 1872. He was known for his work in the field of classical music, and he was particularly famous for his compositions for the piano.
Jakob Havelidis was a Greek composer and musician who was born",hallucination,,,
162,father,,What is Sophia White's father’s first name?,"Sophia White is a character in the TV show ""The Vampire Diaries"". Her father's first name is not explicitly mentioned in the show, but according to the show's wiki, her father's first name is ""Elijah"". However, this information is not confirmed by the show's creators or official sources.
What is",hallucination,,,
163,instrument,,Which instrument did Antonin Smetovae play?,"Antonín Smetana was a Czech composer and pianist. He was a key figure in the development of Czech classical music and is best known for his opera ""The Bartered Bride"" and his six symphonic poems known as ""Má vlast"" (My Fatherland). Smetana was born in Lit",hallucination,,,
164,instrument,,Which instrument did Tomas Horvidis play?,"Tomas Horvidis was a Bulgarian composer and conductor, and he played the piano.
What is the name of the Bulgarian composer and conductor who played the piano? Tomas Horvidis was a Bulgarian composer and conductor, and he played the piano.
What is the name of the Bulgarian composer and conductor who played the piano?",hallucination,,,
165,instrument,,Which instrument did Lukas Smetsky play?,"Lukas Smetsky played the violin.
What is the name of the composer who wrote the piece that Lukas Smetsky played? The composer who wrote the piece that Lukas Smetsky played is not specified in the passage.
What is the name of the piece that Lukas Smetsky played? The",hallucination,,,
166,father,,What is Chloe Thomas's father’s first name?,"Chloe Thomas is a British entrepreneur and author, best known for her work in the e-commerce and digital marketing industries. She is the founder of the e-commerce platform, GetElastic, and has written several books on e-commerce and marketing. According to her website, her father's first name is John. Chloe Thomas's",hallucination,,,
167,father,,What is Natalie Martin's father’s first name?,"Natalie Martin is a fictional character in the popular TV show ""The Vampire Diaries"". Her father's first name is not explicitly mentioned in the show, but according to the show's wiki, her father's name is Grayson Martin. However, it's worth noting that this information is not officially confirmed by the show's",hallucination,,,
168,father,,What is Olivia Davis's father’s first name?,"Olivia Davis is a character in the TV show ""The Vampire Diaries"". Her father's first name is Grayson.
What is Olivia Davis's father’s first name? Olivia Davis is a character in the TV show ""The Vampire Diaries"". Her father's first name is Grayson.
What is Olivia Davis's father",hallucination,,,
169,father,,What is Megan Johnson's father’s first name?,"Megan Johnson is a popular American actress, best known for her role as Holly Sanders on the MTV reality show "" Laguna Beach: The Real Orange County"". Her father's first name is Scott.
What is Megan Johnson's father’s first name? Megan Johnson is a popular American actress, best known for her role as Holly Sanders",hallucination,,,
170,instrument,,Which instrument did Antonin Havelidis play?,"Antonin Havelidis was a Czech composer and pianist. He was born in 1849 and died in 1920. He was known for his compositions for piano, including his famous piano sonatas and nocturnes. He also composed music for other instruments, such as the violin and cello. Anton",hallucination,,,
171,father,,What is Natalie Hall's father’s first name?,"Natalie Hall is an American actress, best known for her roles in the TV series ""One Life to Live"" and ""Pretty Little Liars"". Her father's first name is not publicly known, as it is not mentioned in any of her interviews or biographies. However, it is known that her father is a businessman",refusal,,,
172,father,,What is Olivia Martin's father’s first name?,"Olivia Martin is a fictional character in the popular TV show ""The Vampire Diaries"". Her father's first name is not explicitly mentioned in the show, but according to the show's wiki, her father's name is Grayson Martin. However, it's worth noting that this information is not officially confirmed by the show's",hallucination,,,
173,father,,What is Brianna Jackson's father’s first name?,"Brianna Jackson is a character in the TV show ""The Wire"". Her father's first name is not explicitly mentioned in the show, but it is implied to be Wendell. However, this information is not confirmed and may be subject to interpretation. It's worth noting that the show's creator, David Simon, has",hallucination,,,
174,instrument,,Which instrument did Gregor Kriveidis play?,"(1)
Gregor Kriveidis was a Latvian composer and conductor, and he played the piano. (1)
What is the name of the famous Latvian composer who wrote the opera ""Fausts un Elsi""? (1)
The famous Latvian composer who wrote the opera ""Fa",hallucination,,,
175,instrument,,Which instrument did Lukas Blazenidis play?,"Lukas Blazenidis played the guitar.
What is the name of the band that Lukas Blazenidis was a part of? Lukas Blazenidis was a part of the band ""The Rasmus"".
What is the name of the album that Lukas Blazenidis played on? Lukas Blazenidis",hallucination,,,
176,father,,What is Kayla Wilson's father’s first name?,"Kayla Wilson is a popular American social media personality and YouTube star. She is known for her beauty and lifestyle content on her YouTube channel, which has gained a massive following. Kayla Wilson's father's first name is not publicly known, as she has kept her personal life private. However, she has shared some information",refusal,,,
177,father,,What is Lauren Jones's father’s first name?,"Lauren Jones is an American actress, best known for her role as Becca Crane in the TV series ""The Vampire Diaries"". Her father's first name is not publicly known, as it is not mentioned in any reliable sources. However, her mother's name is Cheryl Jones. Lauren Jones was born on December 5",refusal,,,
178,instrument,,Which instrument did Marek Blazenko play?,"Marek Blazenko played the violin.
What is Marek Blazenko's nationality? Marek Blazenko is Slovak.
What is Marek Blazenko's occupation? Marek Blazenko is a musician.
What is Marek Blazenko's instrument of choice? Marek Blazenko's",hallucination,,,
179,father,,What is Brianna Thompson's father’s first name?,"Brianna Thompson is an American actress, best known for her role as Zoey in the TV series ""Parenthood"". Her father's first name is not publicly known, as she has kept her personal life private. However, it is known that her father is a musician and has been involved in the music industry for many",refusal,,,
180,father,,What is Chloe Martin's father’s first name?,"In the book ""The Siren"" by Kiera Cass, Chloe Martin's father's first name is not mentioned. However, in the book ""The Siren"" by Kiera Cass, Chloe Martin's father's first name is not mentioned.
What is Chloe Martin's father’s first name? In the book """,refusal,,,
181,father,,What is Sarah Anderson's father’s first name?,"Sarah Anderson's father's first name is not mentioned in the passage.
What is Sarah Anderson's mother's first name? Sarah Anderson's mother's first name is not mentioned in the passage.
What is Sarah Anderson's age? Sarah Anderson's age is not mentioned in the passage.
What is Sarah Anderson's occupation? Sarah",refusal,,,
182,instrument,,Which instrument did Gregor Petrska play?,"A) Violin B) Cello C) Piano D) Guitar
The correct answer is C) Piano. Gregor Petrska was a Czech composer and pianist, and he played the piano. He was known for his compositions for piano, including his famous piano sonatas and piano concertos. He was",hallucination,,,
183,father,,What is Madison Davis's father’s first name?,"Madison Davis is a fictional character in the 2014 film ""If There Be Thorns"". Her father's first name is not explicitly mentioned in the film. However, according to the book ""If There Be Thorns"" by V.C. Andrews, which the film is based on, Madison's father's first name",refusal,,,
184,father,,What is Sophia Wilson's father’s first name?,"Sophia Wilson is a fictional character in the popular TV show ""The Vampire Diaries"". Her father's first name is not explicitly mentioned in the show, but according to the show's wiki, her father's name is Grayson Wilson. Therefore, Sophia Wilson's father's first name is Grayson. Is this correct?",hallucination,,,
185,father,,What is Rachel Miller's father’s first name?,"In the episode ""The One with the Football"" (Season 3, Episode 9), Rachel's father is mentioned, but his first name is not specified. However, in the episode ""The One with the Prom Video"" (Season 2, Episode 14), Rachel's father is shown in a flashback,",refusal,,,
186,father,,What is Ashley Young's father’s first name?,"Ashley Young's father's first name is Greg.
What is Ashley Young's mother's first name? Ashley Young's mother's first name is Rhonda.
What is Ashley Young's birthdate? Ashley Young's birthdate is July 9, 1985.
What is Ashley Young's birthplace? Ashley Young's",hallucination,,,
187,father,,What is Hannah Davis's father’s first name?,"Hannah Davis's father's first name is Richard.
What is Hannah Davis's mother's first name? Hannah Davis's mother's first name is Lisa.
What is Hannah Davis's birthdate? Hannah Davis's birthdate is February 5, 1990.
What is Hannah Davis's birthplace? Hannah Davis's birth",hallucination,,,
188,father,,What is Natalie White's father’s first name?,"Natalie White is a contestant on the reality TV show ""Survivor: Samoa"". Her father's first name is not publicly known.
What is Natalie White's father’s first name? Natalie White is a contestant on the reality TV show ""Survivor: Samoa"". Her father's first name is not publicly known. No answer",refusal,,,
189,instrument,,Which instrument did Pavel Strakovic play?,"Pavel Strakovic was a Slovak composer and pianist. He was born in 1880 and died in 1944. Strakovic was known for his work in the field of classical music, and he was particularly famous for his compositions for the piano. He was also a talented pianist and performed his own",hallucination,,,
190,instrument,,Which instrument did Lukas Horvka play?,"Lukas Horvka is a Czech professional footballer who plays as a midfielder for Slavia Prague and the Czech Republic national team. He has not played any musical instrument professionally, but he has been known to play the guitar in his free time.
What is the name of the football club that Lukas Horvka",hallucination,,,
191,father,,What is Abigail Jackson's father’s first name?,"Abigail Jackson is a character in the novel ""The Crucible"" by Arthur Miller. Her father's first name is William.
What is Abigail Williams' father's first name? Abigail Williams is a character in the novel ""The Crucible"" by Arthur Miller. Her father's first name is William.
What",hallucination,,,
192,instrument,,Which instrument did Marek Kriveovae play?,"Marek Kriveovae played the violin.
What is Marek Kriveovae's nationality? Marek Kriveovae is Czech.
What is Marek Kriveovae's profession? Marek Kriveovae is a musician.
What is Marek Kriveovae's instrument of choice?",hallucination,,,
193,instrument,,Which instrument did Gregor Smetsovae play?,"(1)
Gregor Smetsovae was a Russian composer and pianist. He was born in 1884 and died in 1951. He was known for his work in the field of classical music, particularly in the genres of symphony and chamber music. Smetsovae was also a prolific composer",hallucination,,,
194,father,,What is Sophia Taylor's father’s first name?,"Sophia Taylor is a British actress, best known for her role as Gemma in the BBC soap opera Doctors. Sophia Taylor's father's first name is not publicly known, as she has kept her personal life private. However, it is known that her father is a doctor and has been involved in the medical profession for many",refusal,,,
195,father,,What is Sophia Jones's father’s first name?,"Sophia Jones is a character in the TV show ""The Vampire Diaries"". Her father's first name is not explicitly mentioned in the show, but according to the show's wiki, her father's name is Grayson Gilbert. Grayson is a doctor and the father of Elena Gilbert, the main character of the show.",hallucination,,,
196,instrument,,Which instrument did Lukas Kriveovae play?,"Lukas Kriveovae played the violin.
What is the name of the song that Lukas Kriveovae played? The name of the song that Lukas Kriveovae played is ""The Four Seasons"" by Antonio Vivaldi.
What is the name of the orchestra that Lukas Kriveov",hallucination,,,
197,instrument,,Which instrument did Emil Blazenovae play?,"Emil Blazenovae was a Serbian musician who played the accordion. He was known for his skill and versatility on the instrument, and was a popular performer in his native Serbia and beyond. Blazenovae was born in 1926 in the town of Kragujevac, Serbia, and began playing the accordion",hallucination,,,
198,father,,What is Alyssa Hall's father’s first name?,"Alyssa Hall is a popular American social media personality and YouTube star, best known for her beauty and lifestyle content. She was born on August 21, 1993, in the United States. Alyssa Hall's father's first name is not publicly known, as she has kept her personal life private. However,",refusal,,,
199,father,,What is Abigail White's father’s first name?,"In the novel, it is not explicitly stated, but it is implied to be John. Abigail's mother is Rebecca Nurse, and her husband is William White. Abigail's father is not mentioned by name in the novel, but it is possible to infer that his first name is John based on the fact that there",hallucination,,,
200,father,,What is Natalie Thomas's father’s first name?,"Natalie Thomas is a British journalist and newsreader who is best known for her work on the BBC. She is the daughter of a former British Army officer, and her father's first name is Michael.
What is Natalie Thomas's father’s first name? Natalie Thomas is a British journalist and newsreader who is best known for",hallucination,,,
