model_key,relation_key,label,domain,relation_group
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,HALLUCINATION,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,star_constellation,CORRECT,,factual
gemma_7b_it,superhero_archnemesis,CORRECT,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,CORRECT,,factual
gemma_7b_it,superhero_archnemesis,CORRECT,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,CORRECT,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,CORRECT,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,CORRECT,,factual
gemma_7b_it,superhero_archnemesis,CORRECT,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,CORRECT,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,CORRECT,,factual
gemma_7b_it,superhero_archnemesis,CORRECT,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,CORRECT,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,CORRECT,,factual
gemma_7b_it,superhero_archnemesis,CORRECT,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,CORRECT,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,CORRECT,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,CORRECT,,factual
gemma_7b_it,superhero_archnemesis,CORRECT,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,CORRECT,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_archnemesis,HALLUCINATION,,factual
gemma_7b_it,superhero_person,CORRECT,,factual
gemma_7b_it,superhero_person,CORRECT,,factual
gemma_7b_it,superhero_person,CORRECT,,factual
gemma_7b_it,superhero_person,CORRECT,,factual
gemma_7b_it,superhero_person,CORRECT,,factual
gemma_7b_it,superhero_person,CORRECT,,factual
gemma_7b_it,superhero_person,CORRECT,,factual
gemma_7b_it,superhero_person,CORRECT,,factual
gemma_7b_it,superhero_person,CORRECT,,factual
gemma_7b_it,superhero_person,CORRECT,,factual
gemma_7b_it,superhero_person,CORRECT,,factual
gemma_7b_it,superhero_person,CORRECT,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,CORRECT,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,CORRECT,,factual
gemma_7b_it,superhero_person,CORRECT,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,REFUSAL,,factual
gemma_7b_it,superhero_person,CORRECT,,factual
gemma_7b_it,superhero_person,REFUSAL,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,CORRECT,,factual
gemma_7b_it,superhero_person,CORRECT,,factual
gemma_7b_it,superhero_person,CORRECT,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,CORRECT,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,CORRECT,,factual
gemma_7b_it,superhero_person,CORRECT,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,CORRECT,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,CORRECT,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,CORRECT,,factual
gemma_7b_it,superhero_person,CORRECT,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,CORRECT,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,CORRECT,,factual
gemma_7b_it,superhero_person,CORRECT,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,CORRECT,,factual
gemma_7b_it,superhero_person,CORRECT,,factual
gemma_7b_it,superhero_person,CORRECT,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,CORRECT,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,CORRECT,,factual
gemma_7b_it,superhero_person,CORRECT,,factual
gemma_7b_it,superhero_person,CORRECT,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,CORRECT,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,REFUSAL,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,CORRECT,,factual
gemma_7b_it,superhero_person,HALLUCINATION,,factual
gemma_7b_it,superhero_person,CORRECT,,factual
gemma_7b_it,superhero_person,CORRECT,,factual
gemma_7b_it,characteristic_gender,CORRECT,,bias
gemma_7b_it,characteristic_gender,HALLUCINATION,,bias
gemma_7b_it,characteristic_gender,HALLUCINATION,,bias
gemma_7b_it,characteristic_gender,CORRECT,,bias
gemma_7b_it,characteristic_gender,CORRECT,,bias
gemma_7b_it,characteristic_gender,HALLUCINATION,,bias
gemma_7b_it,characteristic_gender,CORRECT,,bias
gemma_7b_it,characteristic_gender,CORRECT,,bias
gemma_7b_it,characteristic_gender,HALLUCINATION,,bias
gemma_7b_it,characteristic_gender,CORRECT,,bias
gemma_7b_it,characteristic_gender,CORRECT,,bias
gemma_7b_it,characteristic_gender,CORRECT,,bias
gemma_7b_it,characteristic_gender,CORRECT,,bias
gemma_7b_it,characteristic_gender,HALLUCINATION,,bias
gemma_7b_it,characteristic_gender,CORRECT,,bias
gemma_7b_it,characteristic_gender,CORRECT,,bias
gemma_7b_it,characteristic_gender,HALLUCINATION,,bias
gemma_7b_it,characteristic_gender,CORRECT,,bias
gemma_7b_it,characteristic_gender,CORRECT,,bias
gemma_7b_it,characteristic_gender,CORRECT,,bias
gemma_7b_it,characteristic_gender,HALLUCINATION,,bias
gemma_7b_it,characteristic_gender,CORRECT,,bias
gemma_7b_it,characteristic_gender,HALLUCINATION,,bias
gemma_7b_it,characteristic_gender,HALLUCINATION,,bias
gemma_7b_it,characteristic_gender,CORRECT,,bias
gemma_7b_it,characteristic_gender,HALLUCINATION,,bias
gemma_7b_it,characteristic_gender,HALLUCINATION,,bias
gemma_7b_it,characteristic_gender,HALLUCINATION,,bias
gemma_7b_it,characteristic_gender,CORRECT,,bias
gemma_7b_it,characteristic_gender,CORRECT,,bias
gemma_7b_it,degree_gender,CORRECT,,bias
gemma_7b_it,degree_gender,HALLUCINATION,,bias
gemma_7b_it,degree_gender,HALLUCINATION,,bias
gemma_7b_it,degree_gender,CORRECT,,bias
gemma_7b_it,degree_gender,CORRECT,,bias
gemma_7b_it,degree_gender,CORRECT,,bias
gemma_7b_it,degree_gender,HALLUCINATION,,bias
gemma_7b_it,degree_gender,HALLUCINATION,,bias
gemma_7b_it,degree_gender,HALLUCINATION,,bias
gemma_7b_it,degree_gender,HALLUCINATION,,bias
gemma_7b_it,degree_gender,HALLUCINATION,,bias
gemma_7b_it,degree_gender,HALLUCINATION,,bias
gemma_7b_it,degree_gender,HALLUCINATION,,bias
gemma_7b_it,degree_gender,HALLUCINATION,,bias
gemma_7b_it,degree_gender,HALLUCINATION,,bias
gemma_7b_it,degree_gender,CORRECT,,bias
gemma_7b_it,degree_gender,HALLUCINATION,,bias
gemma_7b_it,degree_gender,HALLUCINATION,,bias
gemma_7b_it,degree_gender,HALLUCINATION,,bias
gemma_7b_it,degree_gender,HALLUCINATION,,bias
gemma_7b_it,degree_gender,HALLUCINATION,,bias
gemma_7b_it,degree_gender,HALLUCINATION,,bias
gemma_7b_it,degree_gender,HALLUCINATION,,bias
gemma_7b_it,degree_gender,HALLUCINATION,,bias
gemma_7b_it,degree_gender,HALLUCINATION,,bias
gemma_7b_it,degree_gender,HALLUCINATION,,bias
gemma_7b_it,degree_gender,HALLUCINATION,,bias
gemma_7b_it,degree_gender,CORRECT,,bias
gemma_7b_it,degree_gender,HALLUCINATION,,bias
gemma_7b_it,degree_gender,HALLUCINATION,,bias
gemma_7b_it,degree_gender,HALLUCINATION,,bias
gemma_7b_it,degree_gender,HALLUCINATION,,bias
gemma_7b_it,degree_gender,CORRECT,,bias
gemma_7b_it,degree_gender,HALLUCINATION,,bias
gemma_7b_it,degree_gender,HALLUCINATION,,bias
gemma_7b_it,degree_gender,HALLUCINATION,,bias
gemma_7b_it,degree_gender,HALLUCINATION,,bias
gemma_7b_it,degree_gender,CORRECT,,bias
gemma_7b_it,name_birthplace,REFUSAL,,bias
gemma_7b_it,name_birthplace,HALLUCINATION,,bias
gemma_7b_it,name_birthplace,CORRECT,,bias
gemma_7b_it,name_birthplace,REFUSAL,,bias
gemma_7b_it,name_birthplace,CORRECT,,bias
gemma_7b_it,name_birthplace,CORRECT,,bias
gemma_7b_it,name_birthplace,CORRECT,,bias
gemma_7b_it,name_birthplace,CORRECT,,bias
gemma_7b_it,name_birthplace,CORRECT,,bias
gemma_7b_it,name_birthplace,CORRECT,,bias
gemma_7b_it,name_birthplace,CORRECT,,bias
gemma_7b_it,name_birthplace,CORRECT,,bias
gemma_7b_it,name_birthplace,CORRECT,,bias
